Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015811625.1	uncharacterized protein LOC107383494 isoform X8	LOC107383494	Apol7c
XP_015811625.1	uncharacterized protein LOC107383494 isoform X8	LOC107383494	Apol7b
XP_015811625.1	uncharacterized protein LOC107383494 isoform X8	LOC107383494	Apol7a
XP_015811625.1	uncharacterized protein LOC107383494 isoform X8	LOC107383494	Apold1
XP_015811633.1	small subunit processome component 20 homolog isoform X1	utp20	Utp20
XP_015811642.1	heterogeneous nuclear ribonucleoproteins C1/C2 isoform X1	hnrnpc	Hnrnpc
XP_015811643.1	small subunit processome component 20 homolog isoform X2	utp20	Utp20
XP_015811644.1	heterogeneous nuclear ribonucleoproteins C1/C2 isoform X2	hnrnpc	Hnrnpc
XP_015811651.1	E3 ubiquitin-protein ligase HECTD3	hectd3	Hectd3
XP_015811652.1	40S ribosomal protein S8	rps8	Rps8
XP_015811653.1	medium-chain specific acyl-CoA dehydrogenase, mitochondrial	acadm	Acadm
XP_015811654.1	geranylgeranyl transferase type-2 subunit beta	rabggtb	Rabggtb
XP_015811656.1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	st6galnac5	St6galnac5
XP_015811657.1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	st6galnac3	St6galnac3
XP_015811657.1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	st6galnac3	St6galnac4
XP_015811659.1	GPI-anchor transamidase	pigk	Pigk
XP_015811660.1	adenylate kinase isoenzyme 5	ak5	Ak5
XP_015811665.1	ZZ-type zinc finger-containing protein 3	zzz3	Zzz3
XP_015811666.1	ubiquitin carboxyl-terminal hydrolase 33	usp33	Usp33
XP_015811672.1	far upstream element-binding protein 1 isoform X6	fubp1	Fubp1
XP_015811673.1	far upstream element-binding protein 1 isoform X7	fubp1	Fubp1
XP_015811674.1	far upstream element-binding protein 1 isoform X8	fubp1	Tdrkh
XP_015811675.1	far upstream element-binding protein 1 isoform X9	fubp1	Fubp1
XP_015811677.1	protein LCHN-like	LOC107383518	Dennd11
XP_015811678.1	far upstream element-binding protein 1 isoform X11	fubp1	Fubp1
XP_015811679.1	far upstream element-binding protein 1 isoform X12	fubp1	Fubp1
XP_015811679.1	far upstream element-binding protein 1 isoform X12	fubp1	Fubp3
XP_015811680.1	mitoguardin-1	fam73a	Miga1
XP_015811682.1	dnaJ homolog subfamily B member 4	dnajb4	Dnajb4
XP_015811683.1	PDZ domain-containing protein GIPC2	gipc2	Gipc2
XP_015811684.1	thioredoxin domain-containing protein 12	txndc12	Txndc12
XP_015811685.1	transcription factor BTF3 homolog 4	btf3l4	Btf3l4b
XP_015811685.1	transcription factor BTF3 homolog 4	btf3l4	Btf3l4
XP_015811688.1	zinc finger FYVE domain-containing protein 9 isoform X3	zfyve9	Zfyve9
XP_015811689.1	ADP-ribosylation factor-like protein 1	arl1	Arl1
XP_015811690.1	coiled-coil and C2 domain-containing protein 1B	cc2d1b	Cc2d1b
XP_015811692.1	p21-activated protein kinase-interacting protein 1	pak1ip1	Pak1ip1
XP_015811694.1	guanine nucleotide-binding protein G(olf) subunit alpha isoform X1	gnal	Gnal
XP_015811695.1	guanine nucleotide-binding protein G(olf) subunit alpha isoform X2	gnal	Gnal
XP_015811697.1	metallophosphoesterase 1	mppe1	Mppe1
XP_015811699.1	piezo-type mechanosensitive ion channel component 2 isoform X1	piezo2	Piezo2
XP_015811700.1	piezo-type mechanosensitive ion channel component 2 isoform X2	piezo2	Piezo2
XP_015811701.1	piezo-type mechanosensitive ion channel component 2 isoform X3	piezo2	Piezo2
XP_015811702.1	LOW QUALITY PROTEIN: sodium-coupled monocarboxylate transporter 1	slc5a8	Slc5a12
XP_015811702.1	LOW QUALITY PROTEIN: sodium-coupled monocarboxylate transporter 1	slc5a8	Slc5a8
XP_015811703.1	piezo-type mechanosensitive ion channel component 2 isoform X4	piezo2	Piezo2
XP_015811704.1	gamma-soluble NSF attachment protein	napg	Napg
XP_015811706.1	microtubule cross-linking factor 1 isoform X2	mtcl1	Mtcl1
XP_015811707.1	mediator of RNA polymerase II transcription subunit 7	med7	Med7
XP_015811709.1	microtubule cross-linking factor 1 isoform X3	mtcl1	Mtcl1
XP_015811711.1	microtubule cross-linking factor 1 isoform X5	mtcl1	Mtcl1
XP_015811712.1	ras-related protein Rab-12	rab12	Rab12
XP_015811713.1	ankyrin repeat domain-containing protein 12 isoform X1	ankrd12	Ankrd12
XP_015811714.1	ankyrin repeat domain-containing protein 12 isoform X2	ankrd12	Ankrd12
XP_015811719.1	acetyl-coenzyme A synthetase, cytoplasmic-like isoform X3	LOC107383541	Acsm2
XP_015811719.1	acetyl-coenzyme A synthetase, cytoplasmic-like isoform X3	LOC107383541	Acsm4
XP_015811719.1	acetyl-coenzyme A synthetase, cytoplasmic-like isoform X3	LOC107383541	Acsm1
XP_015811720.1	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	ndufv2	Ndufv2
XP_015811721.1	twisted gastrulation protein homolog 1	twsg1	Twsg1
XP_015811722.1	ralA-binding protein 1	ralbp1	Ralbp1
XP_015811723.1	ras-related protein Rab-31-like	LOC107383545	Rab31
XP_015811724.1	vesicle-associated membrane protein-associated protein A	vapa	Vapa
XP_015811725.1	LYR motif-containing protein 5	lyrm5	Etfrf1
XP_015811726.1	protein APCDD1-like	LOC107383547	Apcdd1
XP_015811735.1	band 4.1-like protein 3 isoform X8	epb41l3	Epb41l3
XP_015811741.1	band 4.1-like protein 3 isoform X12	epb41l3	Epb41l3
XP_015811743.1	band 4.1-like protein 3 isoform X14	epb41l3	Epb41l3
XP_015811747.1	band 4.1-like protein 3 isoform X18	epb41l3	Epb41l3
XP_015811748.1	band 4.1-like protein 3 isoform X19	epb41l3	Epb41l3
XP_015811754.1	transmembrane protein 200C	tmem200c	Tmem200c
XP_015811755.1	receptor-type tyrosine-protein phosphatase mu-like	LOC107383552	Ptprm
XP_015811757.1	leucine-rich repeat-containing protein 30	lrrc30	Lrrc30
XP_015811758.1	GTP-binding protein Rheb	rheb	Rheb
XP_015811761.1	activin receptor type-2B-like	LOC107383557	Acvr2b
XP_015811763.1	rho GTPase-activating protein 29-like isoform X1	LOC107383558	Gmip
XP_015811767.1	retinal-specific ATP-binding cassette transporter-like	LOC107383559	Abca4
XP_015811769.1	noelin-3-like	LOC107383560	Olfm3
XP_015811770.1	collagen alpha-1(XI) chain-like	LOC107383561	Col11a2
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy2a4
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy2a1
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy1
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy2a2
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy2a3
XP_015811771.1	pancreatic alpha-amylase-like	LOC107383562	Amy2a5
XP_015811776.1	lymphoid-restricted membrane protein-like isoform X5	LOC107383549	Kash5
XP_015811778.1	netrin-G1-like isoform X1	LOC107383564	Ntng1
XP_015811783.1	nucleoporin NDC1	ndc1	Ndc1
XP_015811785.1	lymphoid-restricted membrane protein-like isoform X6	LOC107383549	Irag2
XP_015811786.1	DDB1- and CUL4-associated factor 8 isoform X1	dcaf8	Dcaf8
XP_015811786.1	DDB1- and CUL4-associated factor 8 isoform X1	dcaf8	Dcaf8l
XP_015811787.1	DDB1- and CUL4-associated factor 8 isoform X2	dcaf8	Dcaf8
XP_015811789.1	leucine-rich repeat-containing protein 42 isoform X1	lrrc42	Lrrc42
XP_015811790.1	leucine-rich repeat-containing protein 42 isoform X2	lrrc42	Lrrc42
XP_015811791.1	transmembrane protein 59	tmem59	Tmem59
XP_015811793.1	protein YIPF1	yipf1	Yipf1
XP_015811794.1	transcription elongation factor A N-terminal and central domain-containing protein 2	tceanc2	Tceanc2
XP_015811796.1	lymphoid-restricted membrane protein-like isoform X7	LOC107383549	Irag2
XP_015811799.1	receptor-type tyrosine-protein phosphatase F isoform X2	LOC107383573	Ptprf
XP_015811803.1	receptor-type tyrosine-protein phosphatase F isoform X6	LOC107383573	Ptprf
XP_015811806.1	receptor-type tyrosine-protein phosphatase F isoform X9	LOC107383573	Ptprf
XP_015811810.1	receptor-type tyrosine-protein phosphatase F isoform X12	LOC107383573	Ptprf
XP_015811815.1	ran-binding protein 3 isoform X1	ranbp3	Ranbp3
XP_015811816.1	ran-binding protein 3 isoform X2	ranbp3	Ranbp3l
XP_015811817.1	eotaxin-like	LOC107383580	Gm10591
XP_015811817.1	eotaxin-like	LOC107383580	Gm13304
XP_015811817.1	eotaxin-like	LOC107383580	Ccl21b
XP_015811817.1	eotaxin-like	LOC107383580	Ccl21d
XP_015811817.1	eotaxin-like	LOC107383580	Ccl11
XP_015811817.1	eotaxin-like	LOC107383580	Ccl21a
XP_015811819.1	transcription factor SOX-5	sox5	Sox5
XP_015811821.1	calcium and integrin-binding family member 3-like	LOC107383583	Cib3
XP_015811824.1	signal peptide peptidase-like 2B	sppl2b	Sppl2a
XP_015811824.1	signal peptide peptidase-like 2B	sppl2b	Sppl2c
XP_015811824.1	signal peptide peptidase-like 2B	sppl2b	Sppl2b
XP_015811825.1	insulin receptor-like	LOC107383587	Insr
XP_015811826.1	transient receptor potential cation channel subfamily M member 5	trpm5	Trpm5
XP_015811830.1	TNF receptor-associated factor 6	traf6	Traf6
XP_015811831.1	very-long-chain 3-oxoacyl-CoA reductase-B-like	LOC107383590	Hsd17b12
XP_015811835.1	caytaxin-like	LOC107383595	Atcay
XP_015811836.1	cytoplasmic FMR1-interacting protein 2 isoform X1	cyfip2	Cyfip2
XP_015811838.1	nicotinamide riboside kinase 2-like	LOC107383596	Nmrk1
XP_015811839.1	complexin-4-like	LOC107383600	Cplx3
XP_015811840.1	ethanolamine kinase 1	etnk1	Etnk1
XP_015811840.1	ethanolamine kinase 1	etnk1	Etnk2
XP_015811844.1	calreticulin-like	LOC107383602	Calr4
XP_015811844.1	calreticulin-like	LOC107383602	Calr3
XP_015811845.1	Krueppel-like factor 2	klf2	Klf1
XP_015811845.1	Krueppel-like factor 2	klf2	Klf2
XP_015811846.1	AP-1 complex subunit mu-1	ap1m1	Ap1m1
XP_015811851.1	protein kinase C iota type	prkci	Prkci
XP_015811852.1	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1	pyroxd1	Pyroxd1
XP_015811853.1	death-associated protein kinase 3	dapk3	Dapk3
XP_015811854.1	ski-like protein isoform X1	skil	Skil
XP_015811858.1	translocation protein SEC62	sec62	Sec62
XP_015811859.1	sterile alpha motif domain-containing protein 7	samd7	Samd7
XP_015811864.1	islet amyloid polypeptide	iapp	Iapp
XP_015811866.1	leucine-rich repeat and coiled-coil domain-containing protein 1	lrrcc1	Lrrcc1
XP_015811872.1	hydrocephalus-inducing protein-like	LOC107383621	Cfap47
XP_015811876.1	solute carrier organic anion transporter family member 1C1-like	LOC107383622	Gm6614
XP_015811877.1	neurabin-1	ppp1r9a	Ppp1r9a
XP_015811879.1	rap guanine nucleotide exchange factor 5-like	LOC107383628	Rapgef5
XP_015811884.1	solute carrier organic anion transporter family member 1C1-like	LOC107383631	Slco1b2
XP_015811884.1	solute carrier organic anion transporter family member 1C1-like	LOC107383631	Slco1a6
XP_015811884.1	solute carrier organic anion transporter family member 1C1-like	LOC107383631	Slco1a1
XP_015811885.1	olfactory receptor 6N2-like	LOC107383635	Olfr1260
XP_015811887.1	otoconin-90	oc90	Oc90
XP_015811890.1	uncharacterized protein C12orf40 homolog isoform X1	csgr01h12orf40	CN725425
XP_015811894.1	CUB domain-containing protein 2	cdcp2	Cdcp2
XP_015811897.1	tetratricopeptide repeat protein 17	ttc17	Ttc17
XP_015811898.1	protein FAM221A isoform X1	fam221a	Fam221a
XP_015811898.1	protein FAM221A isoform X1	fam221a	Fam221b
XP_015811900.1	cytoplasmic FMR1-interacting protein 2 isoform X2	cyfip2	Cyfip1
XP_015811902.1	guanine nucleotide-binding protein G(T) subunit gamma-T1-like	LOC107383658	Gngt1
XP_015811902.1	guanine nucleotide-binding protein G(T) subunit gamma-T1-like	LOC107383658	Gng11
XP_015811903.1	fer3-like protein	ferd3l	Ferd3l
XP_015811905.1	ATP-binding cassette sub-family D member 2	abcd2	Abcd2
XP_015811908.1	retinal homeobox protein Rx2-like	LOC107383675	Rax
XP_015811908.1	retinal homeobox protein Rx2-like	LOC107383675	AW822073
XP_015811909.1	unconventional myosin-X isoform X1	myo10	Myo10
XP_015811910.1	unconventional myosin-X isoform X2	myo10	Myo10
XP_015811911.1	laminin subunit gamma-1	lamc1	Lamc1
XP_015811913.1	ATP-dependent RNA helicase A isoform X1	dhx9	Dhx9
XP_015811915.1	deubiquitinating protein VCIP135	vcpip1	Vcpip1
XP_015811918.1	adenylate cyclase type 8 isoform X2	adcy8	Adcy8
XP_015811920.1	laminin subunit gamma-2-like	LOC107383682	Lamc2
XP_015811925.1	disks large homolog 1-like isoform X5	LOC107383683	Dlg2
XP_015811925.1	disks large homolog 1-like isoform X5	LOC107383683	Dlg1
XP_015811927.1	discs large homolog 1-like protein isoform X7	LOC107383683	Dlg2
XP_015811929.1	disks large homolog 1-like isoform X8	LOC107383683	Dlg1
XP_015811931.1	disks large homolog 1-like isoform X10	LOC107383683	Dlg1
XP_015811932.1	disks large homolog 1-like isoform X11	LOC107383683	Dlg4
XP_015811932.1	disks large homolog 1-like isoform X11	LOC107383683	Dlg2
XP_015811932.1	disks large homolog 1-like isoform X11	LOC107383683	Dlg1
XP_015811933.1	disks large homolog 1-like isoform X12	LOC107383683	Dlg2
XP_015811936.1	fas-activated serine/threonine kinase	fastk	Fastk
XP_015811937.1	protein EFR3 homolog A isoform X1	efr3a	Efr3a
XP_015811940.1	protein EFR3 homolog A isoform X2	efr3a	Efr3a
XP_015811941.1	protein EFR3 homolog A isoform X3	efr3a	Efr3a
XP_015811942.1	potassium voltage-gated channel subfamily KQT member 3	kcnq3	Kcnq3
XP_015811944.1	AFG3-like protein 2 isoform X1	afg3l2	Afg3l2
XP_015811945.1	AFG3-like protein 2 isoform X2	afg3l2	Afg3l1
XP_015811946.1	zinc finger protein 622	znf622	Zfp622
XP_015811948.1	zinc transporter ZIP6-like	LOC107383689	Slc39a6
XP_015811948.1	zinc transporter ZIP6-like	LOC107383689	Slc39a5
XP_015811949.1	amphiphysin	amph	Amph
XP_015811951.1	nucleolar transcription factor 1-A-like isoform X1	LOC107383692	Ubtf
XP_015811953.1	nucleolar transcription factor 1-A-like isoform X3	LOC107383692	Ubtf
XP_015811956.1	chromodomain Y-like protein	cdyl	Cdyl
XP_015811959.1	serine/threonine-protein kinase RIO1	riok1	Riok1
XP_015811965.1	kelch-like protein 18	klhl18	Klhl18
XP_015811967.1	zinc-binding protein A33-like	LOC107383704	Trim40
XP_015811967.1	zinc-binding protein A33-like	LOC107383704	Trim15
XP_015811968.1	zinc finger and SCAN domain-containing protein 2-like	LOC107383705	Gm21028
XP_015811971.1	vitamin K-dependent protein C-like isoform X1	LOC107383706	Proc
XP_015811975.1	phakinin isoform X1	bfsp2	Bfsp2
XP_015811977.1	protein tilB homolog	lrrc6	Lrrc46
XP_015811977.1	protein tilB homolog	lrrc6	Lrrc6
XP_015811979.1	uncharacterized protein LOC107383711 isoform X1	LOC107383711	Gin1
XP_015811980.1	uncharacterized protein LOC107383711 isoform X2	LOC107383711	Gin1
XP_015811984.1	copine-8	cpne8	Cpne8
XP_015811986.1	C-C chemokine receptor type 9-like isoform X1	LOC107383715	Ccr10
XP_015811991.1	tomoregulin-1-like	LOC107383718	Tmeff1
XP_015811991.1	tomoregulin-1-like	LOC107383718	Spink8
XP_015811993.1	ribonuclease P protein subunit p40 isoform X1	rpp40	Rpp40
XP_015811995.1	putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	LOC107383719	Alg10b
XP_015811996.1	E3 ubiquitin-protein ligase MARCH11-like	LOC107383722	Marchf11
XP_015811997.1	protein FAM49B-like	LOC107383723	Cyrib
XP_015811998.1	muscle-related coiled-coil protein-like	LOC107383724	Cavin4
XP_015812001.1	transmembrane protein 71	tmem71	Tmem71
XP_015812002.1	nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2	nmnat2	Nmnat2
XP_015812005.1	prohibitin-2	phb2	Phb2
XP_015812006.1	EKC/KEOPS complex subunit TPRKB isoform X1	tprkb	Tprkb
XP_015812007.1	interleukin-20 receptor subunit beta-like isoform X1	LOC107383732	Il20rb
XP_015812011.1	tyrosine-protein kinase ITK/TSK	itk	Itk
XP_015812012.1	transmembrane and ubiquitin-like domain-containing protein 1 isoform X2	tmub1	Tmub1
XP_015812013.1	transmembrane and ubiquitin-like domain-containing protein 1 isoform X3	tmub1	Tmub1
XP_015812016.1	EKC/KEOPS complex subunit TPRKB isoform X2	tprkb	Tprkb
XP_015812026.1	dual specificity phosphatase 28	dusp28	Dusp28
XP_015812031.1	intraflagellar transport protein 57 homolog	ift57	Ift57
XP_015812033.1	rab effector MyRIP-like isoform X2	LOC107383760	Myrip
XP_015812034.1	rab effector MyRIP-like isoform X3	LOC107383760	Myrip
XP_015812040.1	macrophage mannose receptor 1-like isoform X1	LOC107383768	Mrc1
XP_015812047.1	mitochondrial tRNA-specific 2-thiouridylase 1	trmu	Trmu
XP_015812050.1	signal transducing adapter molecule 1 isoform X1	stam	Stam
XP_015812052.1	collectin-12-like	LOC107383775	Colec12
XP_015812057.1	phenylserine dehydratase-like	LOC107383778	Srr
XP_015812059.1	glucagon family neuropeptides-like isoform X2	LOC107383779	Adcyap1
XP_015812061.1	EMILIN-2-like isoform X2	LOC107383781	Emilin2
XP_015812064.1	phosphatidate phosphatase LPIN2-like isoform X3	LOC107383782	Lpin2
XP_015812069.1	histone H1-like	LOC107383783	H1f5
XP_015812069.1	histone H1-like	LOC107383783	H1f2
XP_015812069.1	histone H1-like	LOC107383783	H1f4
XP_015812069.1	histone H1-like	LOC107383783	H1f3
XP_015812071.1	myosin regulatory light chain 2, smooth muscle minor isoform-like	LOC107383785	Myl12a
XP_015812071.1	myosin regulatory light chain 2, smooth muscle minor isoform-like	LOC107383785	Gm49909
XP_015812071.1	myosin regulatory light chain 2, smooth muscle minor isoform-like	LOC107383785	Myl12b
XP_015812072.1	BAG family molecular chaperone regulator 1	bag1	Bag1
XP_015812073.1	charged multivesicular body protein 5 isoform X1	chmp5	Chmp5
XP_015812076.1	V-type proton ATPase subunit H isoform X1	atp6v1h	Atp6v1h
XP_015812077.1	V-type proton ATPase subunit H isoform X2	atp6v1h	Atp6v1h
XP_015812079.1	transcription elongation factor A protein 1 isoform X2	tcea1	Tcea1
XP_015812080.1	regulator of G-protein signaling 20	rgs20	Rgs20
XP_015812081.1	histone H2A-like	LOC107383791	H2ac20
XP_015812081.1	histone H2A-like	LOC107383791	H2ac21
XP_015812083.1	vimentin	vim	Vim
XP_015812084.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like isoform X1	LOC107383797	Pde1c
XP_015812085.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like isoform X2	LOC107383797	Pde1c
XP_015812085.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like isoform X2	LOC107383797	Pde1a
XP_015812085.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like isoform X2	LOC107383797	Pde1b
XP_015812086.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C-like isoform X3	LOC107383797	Pde1c
XP_015812087.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C-like isoform X4	LOC107383797	Pde1c
XP_015812087.1	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C-like isoform X4	LOC107383797	Pde1a
XP_015812089.1	neurogenic differentiation factor 6	neurod6	Neurod6
XP_015812093.1	pituitary adenylate cyclase-activating polypeptide type I receptor-like isoform X1	LOC107383802	Adcyap1r1
XP_015812094.1	pituitary adenylate cyclase-activating polypeptide type I receptor-like isoform X2	LOC107383802	Adcyap1r1
XP_015812095.1	pituitary adenylate cyclase-activating polypeptide type I receptor-like isoform X3	LOC107383802	Adcyap1r1
XP_015812100.1	elongation factor 1-delta-like isoform X3	LOC107383805	Eef1d
XP_015812104.1	protein THEM6-like	LOC107383808	Them6
XP_015812107.1	uncharacterized protein LOC107383811	LOC107383811	Ccdc24
XP_015812108.1	beta-1,4-galactosyltransferase 2	b4galt2	B4galt2
XP_015812110.1	hyaluronan mediated motility receptor isoform X1	hmmr	Hmmr
XP_015812111.1	cadherin EGF LAG seven-pass G-type receptor 1 isoform X2	celsr1	Celsr1
XP_015812112.1	V-type proton ATPase 21 kDa proteolipid subunit	atp6v0b	Atp6v0b
XP_015812113.1	G-protein coupled receptor 54	LOC107383818	Kiss1r
XP_015812114.1	outer dense fiber protein 2-like	LOC107383820	Odf2l
XP_015812115.1	B-cell lymphoma/leukemia 10	bcl10	Bcl10
XP_015812117.1	intraflagellar transport protein 22 homolog isoform X1	ift22	Ift22
XP_015812119.1	cadherin EGF LAG seven-pass G-type receptor 1 isoform X3	celsr1	Celsr1
XP_015812120.1	mucolipin-3-like	LOC107383824	Mcoln3
XP_015812121.1	afadin- and alpha-actinin-binding protein isoform X1	ssx2ip	Ssx2ip
XP_015812128.1	cadherin EGF LAG seven-pass G-type receptor 1 isoform X4	celsr1	Celsr1
XP_015812129.1	alanine aminotransferase 2-like isoform X4	LOC107383826	Gpt
XP_015812130.1	protein fuzzy homolog	fuz	Fuz
XP_015812133.1	phosphotriesterase-related protein	pter	Pter
XP_015812136.1	matrix metalloproteinase-16-like isoform X2	LOC107383831	Mmp24
XP_015812137.1	epidermal growth factor receptor isoform X1	egfr	Egfr
XP_015812142.1	Niemann-Pick C1 protein	npc1	Npc1
XP_015812143.1	CDK5 and ABL1 enzyme substrate 1	cables1	Cables2
XP_015812143.1	CDK5 and ABL1 enzyme substrate 1	cables1	Cables1
XP_015812144.1	transcription factor GATA-6 isoform X1	gata6	Gata6
XP_015812145.1	transcription factor GATA-6 isoform X2	gata6	Gata6
